1,CXD_1412_FDSW210423229-1r,-0.201094558,0.034504385,QD
2,CXD_1414_FDSW210423231-1r,-0.180030227,0.167412688,QD
3,CXD_1604_FDSW210423236-1r,-0.216415627,0.100347793,QD
4,CXD_1609_FDSW210423241-1r,-0.241925228,0.025337188,QD
5,CXD_1610_FDSW210423242-1r,-0.263394215,0.087957585,QD
6,CXD_1611_FDSW210423243-1r,-0.23869883,0.143248124,QD
7,CXD_1612_FDSW210423244-1r,-0.254072465,0.085235201,QD
8,CXD_1613_FDSW210423245-1r,-0.301681576,0.025770092,QD
9,DD1_FDSW220008388-1r,-0.356067296,-0.064278522,DD
10,DD11_FDSW220008398-1r,-0.373068582,-0.071065362,DD
11,DD13_FDSW220008400-2r,-0.379469801,-0.082789096,DD
12,DD15_FDSW220008402-2r,-0.345647811,-0.082758867,DD
13,DD3_FDSW220008390-2r,-0.325990607,-0.074145311,DD
14,DD5_FDSW220008392-2r,-0.384440659,-0.06445253,DD
15,DD7_FDSW220008394-1r,-0.372843504,-0.072579457,DD
16,DD9_FDSW220008396-1r,-0.377551114,-0.069806166,DD
17,DY10_FDME210438608-1r,-0.121199908,-0.034590872,DY
18,DY11_FDME210438609-1r,-0.115937662,-0.032358031,DY
19,DY13_FDME210438611-1b,-0.121214731,-0.034597171,DY
20,DY15_FDME210438613-1r,-0.120924796,-0.034476452,DY
21,DY2_FDME210438600-1b,-0.121307489,-0.034634849,DY
22,DY6_FDME210438604-1r,-0.120681701,-0.034361205,DY
23,DY7_FDME210438605-1r,-0.120930933,-0.034478112,DY
24,LYG1_FDME210455382-1r,-0.298044006,-0.083041328,LYG
25,LYG11_FDME210455392-2r,-0.335525588,-0.079919876,LYG
26,LYG13_FDME210455394-1a,-0.226684516,-0.058567398,LYG
27,LYG3_FDME210455384-1r,-0.336945458,-0.057527769,LYG
28,LYG5_FDME210455386-1r,-0.388447998,-0.080228142,LYG
29,LYG6_FDME210455387-1r,-0.324380359,-0.057504542,LYG
30,LYG7_FDME210455388-1r,-0.282226607,-0.054195213,LYG
31,NB1_FDME210455352-1r,0.469026274,0.138122128,NB
32,NB11_FDME210455362-1b,0.464756201,0.114342826,NB
33,NB12_FDME210455363-1r,0.469851071,0.104422569,NB
34,NB15_FDME210455366-1r,0.487393616,-0.003463381,NB
35,NB2_FDME210455353-1r,0.42143658,-0.061525749,NB
36,NB4_FDME210455355-1r,0.455515966,0.145814416,NB
37,NB6_FDME210455357-1r,0.45690128,0.154693102,NB
38,NB7_FDME210455358-1r,0.468992132,0.1383353,NB
39,SY11_FDME210455407-1r,-0.210707604,-0.090931078,SY
40,SY12_FDME210455408-1r,-0.206913217,-0.090095701,SY
41,SY13_FDME210455409-2a,-0.208472799,-0.090936402,SY
42,SY15_FDME210455411-2a,-0.214165703,-0.093757028,SY
43,SY3_FDME210455399-2a,-0.234068245,-0.088340957,SY
44,SY7_FDME210455403-2a,-0.204088695,-0.087472899,SY
45,SY9_FDME210455405-2a,-0.212166407,-0.092866209,SY
46,WZ1_L1,0.452074657,-0.191516295,WZ
47,WZ10_L1,0.454793676,-0.170014461,WZ
48,WZ11_L1,0.404386927,-0.16920986,WZ
49,WZ14_L1,0.465307957,-0.179484653,WZ
50,WZ15_FDME210455471-1r,0.42286622,-0.091263886,WZ
51,WZ3_L1,0.457279055,-0.183722661,WZ
52,WZ5_L1,0.453764906,-0.171247761,WZ
53,WZ7_FDME210455463-1r,0.430765173,-0.188509899,WZ
54,XM12_FDME220007446-1r,-0.073581762,-0.0014049,XM
55,YC1_FDME220007405-1r,0.176701345,-0.347284613,YC
56,YC11_FDME220007415-1r,0.189874252,-0.330624656,YC
57,YC13_FDME220007417-1r,0.183755777,-0.352901059,YC
58,YC15_FDME220007419-1r,0.191179668,-0.355612419,YC
59,YC3_FDME220007407-1r,0.17276285,-0.346641328,YC
60,YC5_FDME220007409-1r,0.169253501,-0.348078468,YC
61,YC7_FDME220007411-1a,0.174785892,-0.347871504,YC
62,YC9_FDME220007413-1r,0.229726006,-0.353408064,YC
63,ZH1_FDSW220008784-1r,0.091715813,0.576677486,ZH
64,ZH11_FDSW220008794-2r,0.086513404,0.583379028,ZH
65,ZH13_FDSW220008796-2r,0.089519855,0.586402857,ZH
66,ZH15_FDSW220008798-2r,0.089079212,0.58619054,ZH
67,ZH3_FDSW220008786-1r,0.067135659,0.576465338,ZH
68,ZH5_FDSW220008788-1r,0.092022911,0.583052315,ZH
69,ZH7_FDSW220008790-1r,0.087676958,0.584337718,ZH
70,ZH9_FDSW220008792-2r,0.08419349,0.578493482,ZH
